feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169,feature_170,feature_171,feature_172,feature_173,feature_174,feature_175,feature_176,feature_177,feature_178,feature_179,feature_180,emotion
-653.3721313,91.30145264,-11.84006977,37.35701752,-5.284278393,13.86763859,-20.20995522,-1.514334679,-7.89100647,-0.787087381,-4.031452179,-3.599095583,3.677111864,-7.960528851,-1.486563325,-4.239938259,-1.698411226,-7.532275677,0.299262017,-8.160458565,-2.524114847,-2.148512125,-6.185550213,-1.398620605,-3.796669722,2.066322088,-3.535084486,-0.232648939,-5.754031181,-5.120463848,-1.819346905,-2.83731246,-1.197666526,-4.117489815,-3.876899958,-4.643668652,-3.564598083,-0.987847269,0.218405515,-0.286091566,0.61655134,0.660600185,0.555136263,0.58691442,0.69039011,0.697798908,0.61720252,0.568293214,0.641198814,0.713961422,0.649326146,0.605093181,4.87E-05,2.59E-05,0.001250277,0.011913402,0.027773175,0.050206061,0.040147562,0.005088327,0.003604426,0.012148052,0.027818149,0.008687169,0.015948234,0.014711485,0.00737226,0.007738995,0.005115099,0.005549802,0.014409635,0.016200978,0.008426546,0.004454589,0.006510693,0.016065108,0.015147276,0.009097802,0.005517583,0.00268309,0.00336746,0.003784977,0.004022424,0.003895742,0.003664501,0.001547355,0.000875395,0.000523244,0.000208713,0.00040623,0.000905725,0.001522995,0.000995321,0.000851947,0.001145997,0.000259279,0.000448788,0.000753791,0.000815691,0.000494965,0.000237812,0.000241138,0.000315684,0.000233436,0.000105212,6.85E-05,0.000205537,0.000242002,8.30E-05,5.77E-05,9.40E-05,0.000129533,0.000137003,0.000137649,0.000122798,7.07E-05,6.22E-05,9.18E-05,0.0001236,8.13E-05,7.84E-05,9.61E-05,9.90E-05,0.000120123,6.57E-05,9.11E-05,6.59E-05,8.98E-05,3.18E-05,1.98E-05,3.49E-05,1.45E-05,2.38E-05,2.69E-05,3.13E-05,4.18E-05,6.41E-05,6.04E-05,4.24E-05,4.27E-05,2.28E-05,2.08E-05,2.31E-05,1.58E-05,2.03E-05,1.34E-05,1.17E-05,1.55E-05,3.16E-05,5.00E-05,5.42E-05,8.52E-05,6.68E-05,9.66E-05,0.000264244,0.000231249,0.000122605,6.91E-05,4.68E-05,2.34E-05,1.40E-05,3.46E-05,6.12E-05,9.58E-05,8.23E-05,6.12E-05,1.88E-05,4.23E-06,5.31E-07,1.83E-12,2.14E-13,7.17E-14,2.93E-14,1.37E-14,7.36E-15,4.66E-15,3.54E-15,3.08E-15,2.90E-15,2.84E-15,Calm
-421.1389465,20.67713547,-32.25677109,0.802866757,-14.4256258,-3.019287348,-10.80169964,-4.028990269,-14.16225719,-1.29986012,-6.835706234,-5.775773525,4.106721878,7.445812702,14.72094917,7.946660519,7.088960648,-1.053568602,1.582384944,-0.152207196,1.714106798,-5.196903229,-6.219141483,0.169615299,-0.156166866,3.203444481,0.675643981,3.452756643,2.541764259,1.069541693,-2.566794872,0.741663933,0.849370956,-1.044781446,0.243834704,-0.676318944,1.045314312,0.528682292,2.33804965,-0.147417307,0.557639956,0.461559147,0.401712388,0.424842656,0.470454216,0.518201649,0.601901829,0.626954317,0.601300836,0.626573503,0.66725558,0.712350309,0.009967105,0.003172776,0.00047827,0.000164598,0.00013919,0.000167903,0.000138428,0.000215883,0.000201269,0.000477568,0.004750913,0.034573108,0.112752981,0.277841628,1.010174632,1.929680586,2.284120798,3.124440432,3.513415098,2.48359251,2.092304707,0.760651588,0.011433835,0.003316547,0.001086563,0.001437339,0.001274782,0.009309335,0.139682442,0.223396495,0.186260715,0.228176743,0.22165139,0.175341785,0.204958916,0.33249712,0.505519688,0.680731475,0.847742558,1.471551657,15.15614319,64.37420654,18.87125778,0.463951916,0.329055279,0.227395058,0.273465633,0.408378422,0.458773881,0.348677069,0.30802536,0.350647777,0.530904293,1.814211965,2.259687662,1.010830522,0.310108066,0.084228121,0.067833677,0.047081083,0.062353555,0.144890383,0.259194553,0.113705069,0.279399633,0.322866917,0.075196519,0.061662968,0.021249557,0.033075988,0.015131659,0.027834866,0.053002786,0.058459807,0.028411491,0.026977709,0.071363695,0.044679314,0.035251323,0.095485508,0.096894339,0.07494279,0.056997918,0.022646876,0.022850925,0.024931436,0.015231499,0.015529761,0.015830776,0.018792417,0.016919708,0.012298899,0.005257973,0.003064876,0.003371027,0.002648206,0.002350831,0.002278667,0.002856301,0.003075657,0.004517002,0.004305527,0.004804587,0.004910165,0.004196899,0.003040705,0.00383752,0.005680993,0.003548905,0.002184711,0.001520997,0.003582062,0.003615818,0.001485832,0.001229949,0.000612027,0.00013104,3.32E-10,2.11E-13,6.32E-14,3.74E-14,2.55E-14,2.53E-14,1.83E-14,1.57E-14,1.44E-14,1.67E-14,1.37E-14,Happy
-623.9221802,63.99637222,-9.562354088,19.44103622,-5.414885044,0.550809264,-9.603217125,0.0959047,-7.379036427,-1.448397517,-0.998740733,-1.76045382,-1.095374703,-3.475857496,0.811093152,-1.852750897,-0.009950738,-1.542988658,1.256561875,-1.831269503,-1.335181713,-4.797336578,-0.411595553,-1.070643544,-1.803398013,2.089734554,-2.222591162,0.480299652,-1.248907566,0.775843561,-0.897765994,-0.575854599,-0.722727239,-0.472166181,1.264162779,-1.265860081,-0.836088002,-0.280228347,1.516694307,3.235543489,0.663742781,0.683442354,0.721407413,0.797286808,0.742521584,0.710962713,0.773433506,0.751536667,0.745703936,0.73855114,0.737455249,0.697335064,9.88E-05,5.80E-05,0.000702698,0.001359253,0.008121783,0.053862486,0.061786056,0.012100107,0.005368231,0.011755538,0.027963568,0.071846813,0.100871034,0.050933879,0.072017178,0.054297734,0.066020578,0.109107152,0.154694602,0.131044507,0.178955346,0.151414335,0.033060793,0.011518214,0.065188788,0.232815951,0.112140208,0.046432268,0.027115745,0.019192534,0.013044491,0.034302026,0.024924377,0.013933185,0.008771215,0.008159638,0.010538042,0.053952906,0.02873202,0.028239669,0.016557606,0.008959121,0.003918947,0.01386455,0.016191125,0.007075512,0.003340204,0.000730707,0.00088812,0.001132948,0.002222375,0.003611639,0.002462514,0.004733517,0.001679659,0.000689156,0.001565357,0.003238205,0.001056364,0.000823812,0.001605485,0.000707418,0.000547736,0.001198523,0.000851252,0.000430495,0.000790735,0.000727374,0.001111156,0.001735739,0.002555493,0.001645883,0.005962468,0.002382517,0.001621278,0.002589892,0.001108436,0.001682372,0.001197814,0.001509062,0.000513111,0.001518251,0.000785688,0.00033374,0.000208232,0.000132703,0.000113195,0.000238337,0.000286957,0.000395651,0.000548448,0.002220938,0.002888517,0.000949371,0.000729345,0.000512513,0.000293741,0.000229799,0.000243534,0.000143043,0.000196288,0.000144188,0.000164826,0.000215193,0.000222663,0.000233217,8.85E-05,7.45E-05,9.16E-05,3.53E-05,6.23E-05,6.76E-05,5.26E-05,5.61E-05,5.20E-05,3.35E-05,1.10E-05,1.66E-11,2.38E-15,6.85E-16,4.40E-16,3.50E-16,3.21E-16,3.01E-16,2.94E-16,2.78E-16,3.00E-16,2.82E-16,Fearful
-539.5362549,56.58049774,-22.46438599,18.32701302,-8.162457466,1.760870337,-12.29867268,-8.297146797,-7.66689682,4.258467674,-6.741411209,-3.432467699,-1.806733966,-1.523982525,3.177210808,-7.783267975,-0.375648141,-2.223762751,3.166614532,1.759083748,8.674552917,7.216890812,2.859165192,4.012064934,3.566481352,8.305986404,6.757631302,8.096738815,4.426796436,4.187689304,2.113745213,4.298930645,4.330965996,2.940471411,0.636142969,-0.062640868,2.852240324,1.635384321,0.980175793,-0.924775362,0.619975686,0.550479531,0.532077551,0.586307406,0.646856189,0.615669131,0.571549535,0.630971014,0.615751028,0.678381979,0.720111251,0.707322299,0.107502453,0.000160847,0.000160518,0.000118258,6.16E-05,0.000107609,0.000647365,0.026276231,0.130246818,0.305112511,0.252022088,0.188105494,0.310571969,0.24400264,0.9489066,0.270791471,0.017738232,0.10408254,0.144796103,0.182584226,0.206801593,0.075090773,0.048688173,0.102413408,0.169347033,0.438064724,0.356142342,0.072006449,0.0185964,0.090365641,0.104408853,0.013470536,0.003032141,0.001199828,0.003017385,0.007894454,0.017728107,0.071784407,0.252815485,0.330996394,0.145685971,0.02850586,0.003257487,0.006143596,0.007712083,0.001875391,0.0026931,0.005940882,0.033960663,0.097198054,0.028291263,0.006539393,0.002903984,0.002345339,0.007920539,0.047234509,0.023732321,0.007303102,0.005986312,0.004084391,0.008322003,0.031399518,0.023153104,0.006728497,0.009076898,0.007122067,0.001617471,0.000602931,0.000465434,0.001483656,0.002337299,0.002903835,0.001205132,0.002229144,0.005678535,0.008791265,0.005059005,0.002321313,0.002656734,0.003072969,0.00235171,0.001582792,0.001078341,0.000963906,0.002189144,0.002098166,0.001576297,0.00193017,0.003678983,0.007430593,0.004977521,0.001695942,0.001058946,0.00050575,0.00035766,0.000466611,0.000373786,0.000417051,0.000309662,0.000290685,0.000244823,0.000228998,0.000175772,0.000190394,0.000152737,0.000131441,0.000217739,0.000240646,0.000423518,0.000350924,0.000267716,0.000172052,0.000135082,0.000134581,7.07E-05,5.26E-05,2.05E-05,5.08E-11,8.57E-13,5.78E-13,4.41E-13,3.61E-13,3.08E-13,2.72E-13,2.47E-13,2.29E-13,2.17E-13,2.11E-13,Fearful
-494.4472656,57.16319656,-10.32395363,19.42941475,-7.375758171,8.032438278,-6.860387325,5.596969604,-8.334938049,-0.318692356,1.781487942,-0.767212093,1.270688772,-2.697921991,3.750095606,-1.329900622,1.240756035,-2.06483674,2.144945621,-2.145852327,0.144448489,1.109219432,-1.274137616,-0.543111026,-1.385127544,1.140087724,-0.474630266,3.488038778,3.973142862,4.521982193,5.474526405,7.912005424,5.494617462,5.402896404,4.603559971,2.885832787,3.5923419,2.822510004,3.997363329,4.081686974,0.585399628,0.566098869,0.635171652,0.696157396,0.743217707,0.70084846,0.667341113,0.695602596,0.723685682,0.741241753,0.723290205,0.667869985,2.821671247,0.23788245,0.002411269,0.00547986,0.039857086,0.343915999,0.607416451,1.207926393,1.604676604,0.282395661,0.03341971,0.041132592,0.159477234,0.217614144,0.64205265,0.830087066,1.104486108,0.717284381,0.448686302,0.214960083,0.101468332,0.066369265,0.832503378,1.165475011,0.600244999,0.342893362,0.159309775,0.511288285,0.981927156,0.141423807,0.105510041,0.354506075,0.271228462,0.04458392,0.027483761,0.058289308,0.359732449,2.166944265,1.653877258,0.094941139,0.133432105,0.070338607,0.024424927,0.026750665,0.075079098,0.081244968,0.280863136,0.174532428,0.036346693,0.045316949,0.024201652,0.048406504,0.056261711,0.02531581,0.012445685,0.009012463,0.034313049,0.013501157,0.002460796,0.006986041,0.015576086,0.00307514,0.001062647,0.005166438,0.06101796,0.013190515,0.001873041,0.007521538,0.021270445,0.006689324,0.003923292,0.015854239,0.024176305,0.009172194,0.010857695,0.01985977,0.009739157,0.004056409,0.005670872,0.004658411,0.001887341,0.001965645,0.001876229,0.002443108,0.004891674,0.006001783,0.003013375,0.002158865,0.001079861,0.001112697,0.001153513,0.001249638,0.002445996,0.00289366,0.002114035,0.001167103,0.002863341,0.001812307,0.003048005,0.002037164,0.001885641,0.00146936,0.001734105,0.001887684,0.001658413,0.001473988,0.001393987,0.001827379,0.001462818,0.000827762,0.000585855,0.00121029,0.000767353,0.000390613,0.000397267,0.000137702,3.02E-05,9.78E-11,7.04E-14,6.23E-14,6.76E-14,7.37E-14,7.81E-14,8.15E-14,8.37E-14,8.52E-14,8.60E-14,8.67E-14,Happy
-751.6535034,86.66329956,-1.30864048,39.51929092,0.984663546,22.33231163,-10.48681927,3.78764081,-3.150474548,7.961274147,-2.648664236,2.707886457,4.683454514,-3.961886644,6.831243515,-4.682864666,6.905454159,-1.755720258,-0.86503613,0.731414795,2.971362591,-3.117397308,-3.992457867,1.362056136,-1.512493134,1.256154895,-1.316938162,0.412255108,-0.597956836,1.482292175,-1.581019759,0.164053887,-2.006655455,-0.831780851,0.305811197,-1.481638908,-0.457448691,-2.981133461,-2.405459404,-2.353031397,0.740190208,0.65283221,0.651665986,0.669393837,0.657527328,0.68732506,0.720888734,0.77923876,0.77183491,0.727332354,0.721405387,0.750163555,4.64E-05,0.000544086,0.009967204,0.011541778,0.000839415,0.000380158,0.003198399,0.009936181,0.001961936,0.00090052,0.001684054,0.003114938,0.001017036,0.000372781,0.003684054,0.006419368,0.001717765,0.001185492,0.003833918,0.009540104,0.002134936,0.000158858,0.000808284,0.003884674,0.001283775,9.93E-05,0.000170261,0.000735521,0.000306967,4.46E-05,0.000110116,0.000332199,0.000132304,2.20E-05,3.42E-05,0.000158417,7.34E-05,4.24E-05,0.000151009,0.000410078,0.000124368,3.73E-05,0.000258921,0.001218835,0.000256288,4.12E-05,3.64E-05,3.48E-05,2.08E-05,3.84E-05,5.95E-05,1.42E-05,3.13E-05,1.94E-05,2.43E-05,2.89E-05,1.11E-05,4.66E-05,1.50E-05,6.63E-05,4.86E-05,8.38E-05,8.66E-05,6.18E-05,6.28E-05,4.66E-05,2.79E-05,7.25E-06,6.03E-06,7.14E-06,2.74E-06,2.23E-06,2.37E-06,2.63E-06,2.81E-06,3.24E-06,6.47E-06,7.72E-06,7.90E-06,9.64E-06,7.94E-06,6.15E-06,1.00E-05,7.13E-06,5.89E-06,8.94E-06,8.25E-06,2.52E-05,4.59E-05,0.000111973,0.000203405,0.000454221,0.00058331,0.000100537,5.00E-05,3.45E-05,3.03E-05,2.47E-05,2.86E-05,1.31E-05,1.07E-05,6.95E-06,4.24E-06,5.24E-06,4.78E-06,6.82E-06,1.39E-05,1.37E-05,7.82E-06,8.02E-06,8.43E-06,5.83E-06,6.14E-06,3.28E-06,1.48E-06,1.37E-06,3.59E-07,7.87E-13,1.44E-14,1.05E-14,8.16E-15,6.63E-15,5.57E-15,4.83E-15,4.30E-15,3.93E-15,3.69E-15,3.55E-15,Calm
-592.848938,56.51644897,-19.81450653,13.72553921,-6.046724319,3.432522058,-12.23017979,-1.289337993,-13.57791996,-2.676398754,-3.243045568,-6.215597153,-0.742204785,-7.459827423,-1.878339887,-1.402499557,-4.056520939,-7.462142467,-1.414167166,-6.967019558,-3.764843225,-3.485594988,-1.707149148,-0.966262937,0.6345433,3.189040422,-1.177572012,3.387098074,0.657035112,2.864920378,2.473843098,2.295815229,0.61331737,-0.506921768,-0.151767343,-0.318894774,1.132214665,-0.12319392,-0.193916485,-0.248221159,0.717726707,0.664374471,0.677387595,0.697545826,0.692160547,0.687848449,0.670702517,0.674869895,0.703485608,0.734333277,0.727384329,0.763167322,2.61E-05,2.90E-05,8.86E-05,0.000645183,0.035673015,0.211919099,0.10176073,0.185837686,0.193959981,0.19398199,0.213956222,0.17002216,0.086004078,0.047394,0.034381654,0.140045166,0.453522325,0.443942159,0.435863405,0.335877329,0.487874448,0.39853251,0.571396172,0.546524763,0.102386974,0.040105268,0.025227355,0.018595131,0.034119193,0.050696246,0.073861696,0.139425531,0.082981691,0.028858706,0.088666916,0.042407617,0.054834712,0.114344172,0.048861999,0.014876026,0.021141255,0.029603241,0.042390674,0.031945612,0.026661392,0.041120104,0.018179804,0.032289706,0.057793029,0.042310346,0.090516888,0.061277188,0.015675418,0.015056728,0.035806417,0.012216051,0.003019216,0.006777695,0.006510851,0.001943734,0.002892264,0.002040814,0.00230425,0.00394538,0.00312982,0.003433834,0.004057236,0.008193382,0.0048201,0.009491612,0.006641941,0.003064775,0.007485043,0.004525169,0.001936858,0.000726156,0.001286537,0.000694536,0.000406175,0.000436756,0.000491591,0.000726511,0.001038841,0.001687995,0.00169054,0.001093469,0.001063606,0.000797682,0.000326741,0.000290087,0.000280496,0.000334095,0.000334193,0.000244375,0.000159839,0.000185832,0.000225388,0.000167062,0.000173008,0.000242395,0.000202366,0.00015501,0.00032604,0.000309269,0.000305386,0.000157574,0.00020606,0.000157859,0.000100319,0.000127896,0.000116094,0.000137208,0.000144756,0.000112146,9.41E-05,6.14E-05,2.50E-05,1.22E-11,5.07E-14,2.06E-14,1.21E-14,8.50E-15,6.50E-15,5.27E-15,4.46E-15,4.02E-15,3.70E-15,3.48E-15,Happy
-530.2423706,83.89680481,-25.47525024,26.72495651,-10.94914341,7.053424358,-26.92785835,-7.946013927,-10.22165012,-6.558608532,-7.82776165,-8.143710136,-7.112197876,-7.760220051,-4.276098251,-7.57003212,-3.305273533,-7.370412827,0.596519172,-9.234845161,-5.845306396,-7.164413452,-3.048272371,-5.218084335,-7.560362339,-1.557491064,-3.44197917,0.633072615,-4.019276142,0.170862153,-2.459484339,-1.285012126,-3.553851128,-2.308805227,-2.756675005,-2.427704334,-1.892795205,-5.440637589,-0.336853087,-0.185628772,0.58748436,0.594311297,0.643949211,0.660559237,0.656708539,0.644443214,0.611118197,0.605668008,0.685077071,0.753100932,0.723838389,0.674079299,6.52E-05,0.000111687,0.000511829,0.00169099,0.050511781,0.281989574,0.161190569,0.011409323,0.01258054,0.021804152,0.087432653,0.235618919,0.185262904,0.080075204,0.040090647,0.049268425,0.104421422,0.139535084,0.189072892,0.122172587,0.036702503,0.039879188,0.086400814,0.08070372,0.040414978,0.270280212,0.211685479,0.070899792,0.062775396,0.057624977,0.017257173,0.033577342,0.110825576,0.051891655,0.014970965,0.00568046,0.00346698,0.012865137,0.135250896,0.148400337,0.016115023,0.006400574,0.005096921,0.027818676,0.065458365,0.059438452,0.029275829,0.005707969,0.007230029,0.007320877,0.004656118,0.004607024,0.006502608,0.008530322,0.00211333,0.002629475,0.005432827,0.003110141,0.002522924,0.003832126,0.003758913,0.003712249,0.010260465,0.010045859,0.00685411,0.006545621,0.004533973,0.004272908,0.003575854,0.003026218,0.004656836,0.004414099,0.002815934,0.003582923,0.003296346,0.001709528,0.001145128,0.001217191,0.000931601,0.00072758,0.001127668,0.00088697,0.000799427,0.000768857,0.000812864,0.000609478,0.000778448,0.00065165,0.000620479,0.000484644,0.000613944,0.00059977,0.000765554,0.000676234,0.000704321,0.000590159,0.000549586,0.000480942,0.000638534,0.001250534,0.001403089,0.001455793,0.00118975,0.001020476,0.000688338,0.000931565,0.001196951,0.000428255,0.000387727,0.00051187,0.000674556,0.000972677,0.00060804,0.000306722,0.000212395,8.60E-05,4.34E-05,7.42E-11,3.79E-13,1.45E-13,7.66E-14,4.75E-14,3.30E-14,2.45E-14,1.96E-14,1.64E-14,1.44E-14,1.34E-14,Fearful
-581.8702393,56.84055328,-24.9276123,4.048981667,-14.8935709,-0.07724081,-10.76700687,-8.329975128,-15.37605858,2.371038198,-4.845173836,-8.000165939,-1.256923437,-5.569633484,-0.818984926,-6.914319515,-7.125391483,-6.618413448,-2.352305889,-6.04175806,4.008955956,3.287597418,5.139442921,10.84556007,5.402130127,5.530338764,2.158343315,1.930132747,0.871737599,3.824768066,0.031869467,0.59315151,-1.268625498,-1.854120612,0.460911185,-0.822510362,1.785210371,-1.082382441,-1.289667487,-1.585560441,0.517402411,0.517673492,0.541269004,0.523855567,0.521012902,0.516053677,0.522768497,0.532878101,0.520379186,0.513660669,0.559340537,0.688202739,0.000767678,0.000114059,0.000136994,0.000109779,9.32E-05,0.000113908,0.001362637,0.02508584,0.079971194,0.236893415,0.367201388,0.362398833,0.29987821,0.155615911,0.022353176,0.003103006,0.009914251,0.023240946,0.045199018,0.105955012,0.369709104,0.702238202,0.804263771,0.274992555,0.08499153,0.233358428,0.179372847,0.069650501,0.138893753,0.11435803,0.075222433,0.056310326,0.041333295,0.078718118,0.077973001,0.043411244,0.09019798,0.081760496,0.027289467,0.013091947,0.009923015,0.038815551,0.073125325,0.073897496,0.06639991,0.022873469,0.016877625,0.028376164,0.04955624,0.046987012,0.028603321,0.028523894,0.028572509,0.026331147,0.014263697,0.02338846,0.018295579,0.010729205,0.005974002,0.004911392,0.005867931,0.003329705,0.00335522,0.002958563,0.001991433,0.002545366,0.002002135,0.000965933,0.000784435,0.000922386,0.000238051,0.000288173,0.000278711,0.000181611,0.000231912,0.000454427,0.000666456,0.000659622,0.000681273,0.000931963,0.000583886,0.000685551,0.000451702,0.0005012,0.000402503,0.000395167,0.000428982,0.000481275,0.000588445,0.000726217,0.000440547,0.000343266,0.000225337,0.00010566,0.000118061,0.000129021,9.44E-05,0.000204068,0.000325304,0.000312902,0.000352121,0.000311646,0.000133107,0.000161034,0.000201577,0.000304532,0.000220428,0.000223899,0.000196517,0.000212453,0.000192486,0.000111179,6.45E-05,7.60E-05,0.000118562,2.45E-05,8.52E-06,1.22E-11,3.03E-14,1.30E-14,7.72E-15,5.56E-15,4.26E-15,3.50E-15,2.95E-15,2.65E-15,2.51E-15,2.34E-15,Fearful
-601.7115479,72.54563904,-7.576495647,28.89420128,-0.18667765,17.7472477,-9.453173637,4.309689999,-3.715759277,9.345621109,-1.059996009,1.62297368,5.168676853,0.4745287,5.360348701,-3.016248226,3.979031563,-2.49842906,3.347307444,-3.932590723,0.158247709,0.584183693,-0.933381855,-0.941344559,-0.311705142,0.555299103,-1.651329041,2.387576818,-3.777316093,2.158724785,0.178299218,0.996265829,0.381497294,0.532724857,0.376422882,1.392670512,1.648497701,-1.26987505,1.592172384,-1.114933014,0.635703266,0.710295141,0.771513641,0.765780151,0.728922904,0.702737808,0.666167736,0.677818,0.743778408,0.807297826,0.791746557,0.740284085,0.222585186,0.004861202,0.001282043,0.00324657,0.266037345,0.727280319,0.146046966,0.046037994,0.037815943,0.041000187,0.143785715,0.139811188,0.051659245,0.010340784,0.011920522,0.074375972,0.141813084,0.098686248,0.095222719,0.024812983,0.036886852,0.071881697,0.039193243,0.029366124,0.011212341,0.028006034,0.038147274,0.013795597,0.003850299,0.002627352,0.002023732,0.009249795,0.010292423,0.002819424,0.001356414,0.00092127,0.002983787,0.005938949,0.003345626,0.002729812,0.002172406,0.002701889,0.004774319,0.009020636,0.005045934,0.003350769,0.003855151,0.003998375,0.00253256,0.002968256,0.004281126,0.001110362,0.001162085,0.003460744,0.002977504,0.001919147,0.002241001,0.002394275,0.001168356,0.002413584,0.003230072,0.00107322,0.00111257,0.002416014,0.001623548,0.001077417,0.000967489,0.000611173,0.00074187,0.000746512,0.000755177,0.000658972,0.000913939,0.001124406,0.001204634,0.001133118,0.000452947,0.000328322,0.000509548,0.00030956,0.000298749,0.00030253,0.000379194,0.000346194,0.000478123,0.000530883,0.000593182,0.000464587,0.000465685,0.000451414,0.000263005,0.000315893,0.000482475,0.000690839,0.001127585,0.000967983,0.001157364,0.001354551,0.001134685,0.001020269,0.00074438,0.000918902,0.000564866,0.000534958,0.000375514,0.000390453,0.000469393,0.000366328,0.000323809,0.000234503,0.00017412,0.000185493,0.000213476,0.000206975,0.000177585,9.48E-05,2.12E-05,3.00E-11,4.54E-13,1.97E-13,1.14E-13,7.70E-14,5.69E-14,4.50E-14,3.76E-14,3.29E-14,2.98E-14,2.82E-14,Fearful
-551.565918,67.21559143,-15.70173931,23.55444908,-12.1035347,-2.279979229,-15.37393761,-9.083416939,-10.33486176,2.1968894,-8.216911316,-4.841228485,-0.203352839,-5.6204319,-1.170475245,-1.769255638,1.586241245,-6.100961208,2.656587124,-6.947062492,-3.394415617,-2.882099152,-6.369730949,-4.311918259,-4.433129311,3.239428997,0.455999076,9.49838829,8.752129555,6.414380074,6.068608284,7.362039089,9.396199226,8.301007271,7.056037903,2.842602491,0.404875189,-0.126634449,2.990130901,1.11880374,0.549898565,0.414675653,0.370665759,0.395863265,0.431862026,0.432497025,0.471579134,0.591081917,0.667117417,0.733084857,0.655469537,0.658638895,4.29E-05,0.000101573,9.68E-05,3.96E-05,5.48E-05,0.000362331,0.063475572,0.893574715,1.841278315,1.316956758,0.105640337,0.005125427,0.002858724,0.002844726,0.038578857,0.191501766,0.287449181,0.785947978,0.871340573,0.458401769,0.038801767,0.007932363,0.043991342,0.126432732,0.115062311,0.103834271,0.088395193,0.170555934,0.453967333,0.106923833,0.015251691,0.074093118,0.056934685,0.015506077,0.014897617,0.017883293,0.006636651,0.052472126,0.018120687,0.01385898,0.011143793,0.004788889,0.008916782,0.015939416,0.002273627,0.019518681,0.042520326,0.015988974,0.00697345,0.006581,0.004252934,0.001643901,0.044491705,0.064017169,0.007156386,0.005684102,0.006178456,0.003886212,0.062738262,0.050561309,0.007212414,0.002057192,0.002071216,0.008001712,0.008562816,0.00763174,0.001130621,0.00141811,0.003986188,0.003475082,0.000479651,0.001453819,0.004082644,0.003979288,0.000458598,0.000699944,0.000493172,0.000241908,0.000120011,0.000163642,0.00016057,0.000206396,0.000486015,0.000838196,0.001402218,0.001628785,0.001400231,0.001510769,0.002878129,0.003064008,0.001791771,0.001090254,0.001186834,0.001240269,0.000902435,0.000911718,0.000506537,0.0004887,0.000736351,0.000826577,0.00082108,0.001010002,0.001106643,0.001541716,0.001200437,0.001065275,0.000925516,0.000521017,0.000195264,0.000261306,0.00072437,0.000743741,0.000799052,0.000782459,0.000360374,0.000106131,1.32E-05,9.00E-12,8.53E-14,3.02E-14,1.73E-14,1.34E-14,1.24E-14,1.21E-14,1.22E-14,1.23E-14,1.24E-14,1.25E-14,Calm
